numerical__Student_Age,numerical__Scholarship,numerical__Additional_Work,numerical__Sports_activity,numerical__Weekly_Study_Hours,numerical__Attendance,numerical__Reading,numerical__Notes,numerical__Listening_in_Class,numerical__Project_work,categorical__Sex_Female,categorical__Sex_Male,categorical__High_School_Type_Other,categorical__High_School_Type_Private,categorical__High_School_Type_State,categorical__Transportation_Bus,categorical__Transportation_Private
0.12171731519049935,0.44532198422327507,0.11522840217827202,0.19055826314131782,0.0012363296883569628,0.013158699093608586,0.14571684765312348,-0.00891103770583922,-0.15151407688882043,-0.15033429950095714,-0.08264664016044991,-0.09280828982136179,-0.22425092890780618,-0.06693321737093319,0.09138537590604279,0.12322344676426344,0.1060912391672395
0.20071645354137724,0.44589881142913695,0.07880756160460288,0.23450907196823148,0.001584380362027067,0.013845804388912968,0.16436283499665286,0.007881224354377964,0.16733959066240092,0.20450428860084185,-0.06552751605500941,-0.06842789883788049,-0.16298472420950683,-0.06205762076146892,0.1542104821457756,0.129692851489367,0.113842854213652
0.2703155366938055,0.5260148129978082,-0.033163271583929455,0.2928215374166217,0.08363772535480533,0.16881090065315965,-0.0805857108382866,0.014232615417228782,-0.0945789196865136,0.19201667882245949,-0.04698902454141574,-0.04361658696090603,0.036443277261323924,-0.04413322452017225,-0.006309084709631541,0.23190349782645117,0.20953536701224992
-0.14354773103104146,0.5574277761584833,0.14093765427689017,0.13780309820974856,0.030590931075003318,0.14918124777497985,-0.20627659114851077,0.028300636664970895,-0.07919665310594441,-0.010134451763376176,0.11001459476280502,0.12297859970461766,0.024204810699202644,0.3979253629943356,0.08917036743368312,-0.1605784285099962,-0.14032334934851898
0.19268894202924045,0.412170690077735,-0.04104128367391969,0.18224351667281782,-0.02439120988673308,0.05211028472034036,0.29964647116011955,0.017849294508878677,0.20709621519060473,0.18839601592178926,-0.04312636460785579,-0.044280003981464096,0.027684307409811763,0.3649958255507002,0.15712262184591647,-0.12489572483361251,-0.12524256380287335
0.1997080356432004,0.4888288907134963,-0.05035175281232821,0.31282937976493785,0.05877272532519347,0.002522201019600947,0.13266092689546,0.00953911006674852,0.1331114143549385,0.19616838253687863,-0.06614948038421578,-0.0699516966536918,0.02912435184611914,-0.06185415719339674,-0.04482736056337172,0.14498058565936633,0.14163206982363588
-0.3748556184812519,-1.0410141352433648,-0.027946883901615198,0.10939420887559996,-0.02069655513636883,-0.037343101946483076,-0.24242949654954712,0.027486034226380025,0.11519985107916618,0.11976590171426724,-0.18267687525811585,-0.19597905183275904,0.013486362296911015,-0.07421538824626138,-0.0343004649339323,0.1544389783942869,0.12308327512586449
-0.3668208013749348,0.2747974841491322,0.07581708752438511,-0.26163430877837696,-0.01182284354311558,-0.399038362023708,-0.2531416255625528,0.09620278324342124,0.07797160924258834,0.03476537383675046,0.06437281132690788,0.043031128637537,0.01389473985907474,-0.10495240446496588,-0.05375775038735931,-0.22726637957877802,-0.24190120371276647
0.20106631222433566,0.2010234049194103,-0.050705611582232524,-0.32509474042402314,0.05869115095387741,0.07361734411189316,-0.1500926191168432,-0.0754359748861781,-0.17838461153783908,0.07460088371240572,0.08453138373368231,0.07631564570680298,-0.1378315319117483,-0.09593084707082429,0.13217041788066902,-0.17941001947812055,-0.17626880439770923
0.07777353513283428,0.1439494452101814,-0.04745011629421322,0.10563685626347073,-0.4168288265079456,-0.16488452485497263,-0.33265863552317854,-0.025193389376106993,-0.10861963378530849,-0.2017768159760267,0.0009531953128403933,-0.002744072816517375,0.02865645793582043,-0.07557852364131747,-0.022576227721269205,-0.255942002057625,-0.27279254716241874
-0.1864351369002437,0.4214412986249485,-0.01871604915180798,0.21540967244133932,-0.13331021113628272,-0.3105751723608725,-0.25199381046630487,0.09339726707305818,-0.08556354109078634,0.0947223587091386,0.07029013161976555,0.07849566698480676,0.03278836508180358,0.31726240140835243,0.04542781832854255,0.2266715364415244,0.2212649829358484
-0.25509788998983723,-0.919812380556574,-0.03525883430293929,-0.2338306129787594,-0.2012216654876947,-0.33984304263500054,-0.24868414745930773,0.013323176633149468,-0.24479736082143766,0.06135429492659007,0.10698419193773984,0.0939132204836913,0.012288801390259623,0.16593388746388757,0.012388746227202506,0.10264702143669584,0.1037404534897637
-0.1538777247003638,-0.9880324858812922,0.000499910605243275,0.15131980421310812,-0.11315541787059999,0.023512698808618542,0.19835226385350993,-0.03236955662700915,-0.11092689243825272,-0.1521700207353307,0.1401287190964274,0.1251790343698524,0.013869473816292364,0.22196327381542677,0.06467798658773212,0.13938219913576155,0.10595836952565024
0.14174972921617424,0.4312339450652776,-0.014229063764239172,0.23662461991050124,0.04780411986573853,0.03817995404249317,0.13257650028019255,0.03059466406084241,-0.11946200288344326,0.17229178184076735,0.16117623578719856,0.16280777075081967,0.017654320938983604,-0.01109066696080648,0.004431257116945764,0.1633015716682679,0.11480915834449994
0.36751664851617577,-0.7260624552369769,0.007650946247095325,-0.19151194391831322,-0.02309292618326527,0.19967090694633574,-0.24363350117236066,-0.0246380172609006,0.14581809388851028,0.14695022042798084,-0.11042507246555303,-0.09391449697109745,0.012779881446311335,-0.05111176509219691,-0.037423005662775496,0.14310450341144618,0.14102392035048447
0.26927315346179204,0.5251397674583862,-0.03766529210973956,0.2574270579487142,0.020168555431819214,-0.0015839442266444125,-0.07630225376473894,-0.0027878344213633725,-0.1048298160109169,0.17518479431364614,-0.07319102443709025,-0.08759947767557148,0.039868506269098,-0.06029071860335159,-0.01796566134289429,0.18274247760110066,0.1483726061577804
-0.0662598907111662,0.6038977931725047,-0.024431836055054827,-0.2547511172645065,0.0061662982954493965,0.05441935600924538,0.10898304051985075,0.011822541790114528,-0.11896456015720451,-0.0987345662835505,0.18418123126470168,0.19185779311319637,0.01291817413487092,-0.017587869239599416,-0.0001057307338186976,0.13031718736943132,0.11482078239312996
0.20037430928658387,0.4717752367681883,-0.04367268128061808,0.2858707261347854,-0.04709516332260428,-0.0027535705409985874,0.09118267007297992,-0.010008551438127046,-0.14833933602529037,0.16728031414946978,-0.08549286661731705,-0.08943591785703632,0.03356451696138219,-0.06418022772816538,-0.044762298709927595,0.1919746395977284,0.1503972949306019
-0.09509506124174096,-0.706355107441757,0.008010316604042018,0.16770204437819705,0.3857042457665589,0.03981120610966015,0.3498482484541598,-0.021420696442563034,-0.024281565132998607,-0.07600051090612722,0.1683891973788207,0.17281073691279605,0.017534799841414678,-0.05104961613750052,-0.013374546555672853,0.18978368876102344,0.1622230764339191
-0.23471369183114368,0.5192100235044451,-0.05185130059744026,0.1433378818006763,0.008868522860308058,-0.3128124171541045,-0.2663526408061879,0.010144670701409002,0.12553087715003694,-0.03947818263749823,-0.01642722229601649,-0.04152247881748749,0.01963036482282507,0.3627657904047002,0.1279834824806279,-0.1911428425957812,-0.1855623624899969
-0.07408428371743381,0.6540735952973531,0.07360247390648722,0.2013040859053419,0.10038040845693902,0.20247042052436778,-0.09863097066443599,0.020025462820660048,0.08051804359174229,-0.037792894732153075,-0.06043052142051239,-0.07162832031730515,0.007895192343127863,-0.04211299133812512,-0.029177342889968,-0.13516146053755082,-0.1232857678120847
-0.0914614967833846,0.6278168332123469,-0.04518259600651004,0.20713018561211388,0.08219856041181357,0.20509258763167745,-0.09423855204297477,0.02817824234594887,-0.1085891478165183,-0.04070631324900889,-0.08334932621244152,-0.11060973486625957,0.009673635123375792,-0.04063024517957533,-0.02156978295922509,-0.149826420307614,-0.11108319775156701
0.13633939243471654,0.43545188337987933,0.0811628482595588,0.15693594883026893,-0.031613937903698534,0.030623098540165674,0.15825129344737648,0.058494693010867106,0.11924096285828124,-0.20168453201753453,-0.06396660815668427,-0.07177897760384466,0.016761366270518007,-0.0661176158787512,-0.06635111652002056,-0.16152439755528425,-0.13360420750981666
0.22405185694830365,0.3416043023308608,0.164673041724403,-0.2389193908365817,0.044176086089487164,0.016312736050293708,0.2066177666831015,0.004548443604624146,-0.06848809542287605,-0.03692910265753576,-0.06677516843694686,-0.06979449967843449,0.039447334668634954,-0.05500514656329739,-0.01218000904578823,0.14497713951775576,0.1200228099558689
0.1200249640243645,0.5183779060830337,-0.05700766053639504,0.2704523624555881,0.04257920840688222,0.0070435233917679465,0.1299824360199032,-0.0043479043346205,0.09722699436928382,-0.21332656069117242,-0.0698763640746579,-0.07196117127918845,0.02905471313164815,-0.06259988667119301,-0.04625046108179516,0.1568863751153066,0.1480371143347471
0.1673990345842441,0.4372941234297549,-0.03799605534405308,0.14077027250940558,0.07211495259944417,0.03247012382328915,-0.12484704529752837,0.03744120057685957,-0.11857941737907962,-0.1580246722661619,-0.06569743016638911,-0.07211805443827482,0.0274875287724976,-0.06967019372511231,-0.023265673601484033,-0.1751657686320425,-0.16092116785542113
0.12181092837365898,0.41845120021781423,-0.061143199105649436,-0.22893331584839743,-0.0005430493797597767,0.022431082894226576,0.12089440957435829,0.062274073276354064,-0.09504024655833825,-0.07757859064804279,-0.06413284956188794,-0.061763160777871896,0.023814546061874848,-0.06472451490913199,-0.04086408764611368,-0.11918810725922346,-0.0911361231577205
-0.11237684093195152,0.579133146187977,0.10986818924378686,0.19863638462298838,-0.03594165859635659,0.05290209787900406,0.20927859364173015,-0.002795159128236814,0.10556818880374509,-0.09483793369178645,-0.04956106874269769,-0.0710934448774162,0.02636438008936186,0.3392256758781191,0.15467150781150538,0.13669654678826162,0.10097012832112831
0.2426815769664147,0.34210208709923,-0.022204161397352904,0.13886253942501597,0.04953532617562781,0.08728160975285461,-0.09840062294848388,-0.05741617509245256,-0.10352389626683979,-0.16838763499934623,-0.01279928082745174,-0.024693074931059215,0.02113632766911425,-0.05970604526110489,-0.024991645326412095,-0.2269350897453661,-0.19121562817238028
0.3044264973950646,-0.7973551941160459,-0.01283470095549705,0.1516050765083445,0.023677147133528916,0.28252530960548633,-0.19410997456117873,-0.00835582581638733,0.1279271416905815,0.2403230364358278,-0.1042310868401622,-0.10647361910319335,-0.0875167855810602,-0.04439475764491964,0.12454780688120165,0.12027253337219047,0.1086647290831026
0.027598462062222627,0.16888799974070492,0.054045439792312924,-0.28576817481837274,0.05657636822998453,0.00908294694303131,-0.17528865929684323,-0.00848030472551073,0.06623418050967797,-0.1895537270843545,-0.13828774703130578,-0.14204514345647334,0.008629421238558746,-0.0457501595169548,-0.026496080643046035,-0.14282290815258408,-0.134949646653933
0.2566245408763798,0.5709483606173664,0.06149681236916871,0.16982155816962086,-0.015472304556399752,0.014267928877031119,-0.12820930010540607,0.01972033501866923,-0.07425988975938354,-0.18729555365563458,-0.06639398849004305,-0.0844400107878649,0.0329043113282347,-0.05945733148551539,-0.021822195833034703,0.16858051299762064,0.14715895124375478
